kind	round	logical_or_archive_path	bytes	sha256	canonical_object_or_file
round_zip_member	15	certificates/cz_finiteness.json	1189	5b5161e9b0d454869e78c23a011e072a77c1814384a9783b1a16323d2e9b1cd1	objects/sha256/5b5161e9b0d454869e78c23a011e072a77c1814384a9783b1a16323d2e9b1cd1
round_zip_member	15	README.md	288	0fedb0f46d6f46762ba3e1225d73d82cde1b69f5dd523f13fd4d9496d7e0f2a3	objects/sha256/0fedb0f46d6f46762ba3e1225d73d82cde1b69f5dd523f13fd4d9496d7e0f2a3
round_zip_member	15	sources/OVERVIEW-2026-09-22.md.txt	4397	4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5	objects/sha256/4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5
round_zip_member	15	sources/ROUND14_SHA256.txt	121	07d597a6e42d3cf89ee946457a741f95c428714511877a8bc0f37b813fb029cb	objects/sha256/07d597a6e42d3cf89ee946457a741f95c428714511877a8bc0f37b813fb029cb
round_zip_member	15	sources/CORVAJA_ZANNIER_INTERFACE.json	497	a4b301ad21d56f0a044c85481ed9083a23a8886795048a2d45f15f79991a6f1a	objects/sha256/a4b301ad21d56f0a044c85481ed9083a23a8886795048a2d45f15f79991a6f1a
round_zip_member	15	sources/round14_rank_exponent.json	12505	9d06660c6fea5c721ff83d42885c41b36623e1e47f88f276c1849b8edb255bbc	objects/sha256/9d06660c6fea5c721ff83d42885c41b36623e1e47f88f276c1849b8edb255bbc
round_zip_member	15	PROOFS.md	5711	f7aefc24cba2c2391450424e6221aaf728db8c3de8cb165d0197053e97923a89	objects/sha256/f7aefc24cba2c2391450424e6221aaf728db8c3de8cb165d0197053e97923a89
round_zip_member	15	FRONTIER.json	676	e6cb6475f3375adead4b284bbac9674a371a443343578959006ddfa0de69cc68	objects/sha256/e6cb6475f3375adead4b284bbac9674a371a443343578959006ddfa0de69cc68
round_zip_member	15	SOURCES.md	785	2baa189d57ea661f19cfc694f0a87115142d6612f47d48dab2d3cb66f5dba0f0	objects/sha256/2baa189d57ea661f19cfc694f0a87115142d6612f47d48dab2d3cb66f5dba0f0
round_zip_member	15	REPORT.md	6419	a017c876a30df6b14242717831ad90665791339e95bcc8592229169293847144	objects/sha256/a017c876a30df6b14242717831ad90665791339e95bcc8592229169293847144
round_zip_member	15	FAILURES.md	1334	9e8fc26872dfe8ba9a31b0c1e181ab88c719b5c87e3b88d3301158b0c97186c0	objects/sha256/9e8fc26872dfe8ba9a31b0c1e181ab88c719b5c87e3b88d3301158b0c97186c0
round_zip_member	15	replay.sh	153	9ef12b36e82510f64f86f2b531bac0b252f4d53ca4ce4bf8e6c88ca2d18e25f2	objects/sha256/9ef12b36e82510f64f86f2b531bac0b252f4d53ca4ce4bf8e6c88ca2d18e25f2
round_zip_member	15	PACKAGE_AUDIT.json	229	b9e41868dbaa6a781ce6402a4f74bb1c263d6a5581d811bff65aec901ce9a0e2	objects/sha256/b9e41868dbaa6a781ce6402a4f74bb1c263d6a5581d811bff65aec901ce9a0e2
round_zip_member	15	SOURCE_ADOPTION.md	463	c5d749e6241296c395dd9e2bdabc879174b59d7b21e9c0785e470ffbddf889b4	objects/sha256/c5d749e6241296c395dd9e2bdabc879174b59d7b21e9c0785e470ffbddf889b4
round_zip_member	15	evidence/symbolic_verify.py	613	6f261e2c0c7ba1c660197d649eb5e30f40201196fa14378c23c64b84bc0a5c75	objects/sha256/6f261e2c0c7ba1c660197d649eb5e30f40201196fa14378c23c64b84bc0a5c75
round_zip_member	15	evidence/replay.py	3060	3eaa8ecd367d5ab73d22c34f4f600cc499ba51c22d7c6d49cd7078587f4ca8ab	objects/sha256/3eaa8ecd367d5ab73d22c34f4f600cc499ba51c22d7c6d49cd7078587f4ca8ab
round_zip_member	15	CONTENTS.md	593	13a89788b7e6455cbe5e3935bfd366a195d7090150da9cef77c5d2c9b6dd3add	objects/sha256/13a89788b7e6455cbe5e3935bfd366a195d7090150da9cef77c5d2c9b6dd3add
round_zip_member	15	SHA256SUMS	1957	274a13c454fcda35c68f7a1f4abac842d2135c3ad80ab107c93fa8a009515295	objects/sha256/274a13c454fcda35c68f7a1f4abac842d2135c3ad80ab107c93fa8a009515295
round_zip_member	16	FAILURES.md	1455	b320fcfa8aff812a07d56c54c94c189c811de95f4da19cbbac443e2a51eb6e4f	objects/sha256/b320fcfa8aff812a07d56c54c94c189c811de95f4da19cbbac443e2a51eb6e4f
round_zip_member	16	HANDOFF.md	1816	d9b984d20a96a3b6be5c13ef5c18fe137fb027c2078efd407d059c2a8e9dc71b	objects/sha256/d9b984d20a96a3b6be5c13ef5c18fe137fb027c2078efd407d059c2a8e9dc71b
round_zip_member	16	PROOFS.md	10158	6092555c5ec30cc25b7c99a902607ecc26824987fef33c1c63a94c38d725cd1e	objects/sha256/6092555c5ec30cc25b7c99a902607ecc26824987fef33c1c63a94c38d725cd1e
round_zip_member	16	README.md	432	d825f4f112159fa94df5c791fda6c98ea6e9fc203646438b554808e1d728b700	objects/sha256/d825f4f112159fa94df5c791fda6c98ea6e9fc203646438b554808e1d728b700
round_zip_member	16	REPLAY.md	727	db33e0a62184e2187c8d6fd7abe9de6e7ac920ac405360a6aba329df21d2a768	objects/sha256/db33e0a62184e2187c8d6fd7abe9de6e7ac920ac405360a6aba329df21d2a768
round_zip_member	16	REPORT.md	3533	958aa64a67fb5f9ee26bb0c0df04081b1a03ea5b4e2cf97d83c3f6d50ac5fd6e	objects/sha256/958aa64a67fb5f9ee26bb0c0df04081b1a03ea5b4e2cf97d83c3f6d50ac5fd6e
round_zip_member	16	SHA256SUMS	1167	f8a6ac9c9d83519bc2611f0cf5a6198efad2aab6c05930f7fe27244f3d0a26ed	objects/sha256/f8a6ac9c9d83519bc2611f0cf5a6198efad2aab6c05930f7fe27244f3d0a26ed
round_zip_member	16	SOURCES.md	817	213f70babcddb90d34b010b03997a3ad5750a68d6a94cb8d2bb3b6955b9b0457	objects/sha256/213f70babcddb90d34b010b03997a3ad5750a68d6a94cb8d2bb3b6955b9b0457
round_zip_member	16	SOURCE_ADOPTION.md	736	82df95f78d3fdded2522610117914b2ed9771e6d82f6e0e18ecdd0b3bcc28b21	objects/sha256/82df95f78d3fdded2522610117914b2ed9771e6d82f6e0e18ecdd0b3bcc28b21
round_zip_member	16	certificates/constants.json	1123	2f11135b21775c72bd2c9336aad0b84bd8396683a62ae9cb7cd128a14395d6c7	objects/sha256/2f11135b21775c72bd2c9336aad0b84bd8396683a62ae9cb7cd128a14395d6c7
round_zip_member	16	evidence/verify.py	6529	cc13c2974ca5888bedf5dddb70cc7a4a99c09ba72002e3a10b7d258d32d9bc49	objects/sha256/cc13c2974ca5888bedf5dddb70cc7a4a99c09ba72002e3a10b7d258d32d9bc49
round_zip_member	16	outputs/replay.json	1670	57d8912b56a456ace32f6803a668434ff2f34669e3347ef899c4864db0ed8fd6	objects/sha256/57d8912b56a456ace32f6803a668434ff2f34669e3347ef899c4864db0ed8fd6
round_zip_member	16	outputs/replay.log	139	3eb7214fd09e7b6b6c64def623700d37295f0ee9ccce5b37946ee2c9308da6af	objects/sha256/3eb7214fd09e7b6b6c64def623700d37295f0ee9ccce5b37946ee2c9308da6af
round_zip_member	16	replay.sh	89	85c69d2addaef598f76337db815b48557b754fb8699b9a331e25d8a410514d3b	objects/sha256/85c69d2addaef598f76337db815b48557b754fb8699b9a331e25d8a410514d3b
round_zip_member	16	sources/source_hashes.txt	359	5d42b36f45e1af99994bded19921522ef4e891e76cb5f6ccf72a904495d35d85	objects/sha256/5d42b36f45e1af99994bded19921522ef4e891e76cb5f6ccf72a904495d35d85
round_zip_member	17	SOURCES.md	1118	bbfb41d6b496fa2f2a5dd0959558ba78f7539d50ffce928a0a4ca9dc890e5683	objects/sha256/bbfb41d6b496fa2f2a5dd0959558ba78f7539d50ffce928a0a4ca9dc890e5683
round_zip_member	17	HANDOFF.md	1471	29b1a4c361a10df745fe5a4f4a785006e969741fe102ddd5c2c0856ce435fc2d	objects/sha256/29b1a4c361a10df745fe5a4f4a785006e969741fe102ddd5c2c0856ce435fc2d
round_zip_member	17	replay.sh	494	b0e8330e58c3efc3fc29fcb0c072c713a4acbdee405bd28a1913e64c0a19289b	objects/sha256/b0e8330e58c3efc3fc29fcb0c072c713a4acbdee405bd28a1913e64c0a19289b
round_zip_member	17	sources/ROUND16_HANDOFF.md	1816	d9b984d20a96a3b6be5c13ef5c18fe137fb027c2078efd407d059c2a8e9dc71b	objects/sha256/d9b984d20a96a3b6be5c13ef5c18fe137fb027c2078efd407d059c2a8e9dc71b
round_zip_member	17	sources/ROUND14_PROOFS.md	8615	69f20e11a2a83e45d01c210c2d7c36a025d7e54e37f7f79d1e21c723565508c3	objects/sha256/69f20e11a2a83e45d01c210c2d7c36a025d7e54e37f7f79d1e21c723565508c3
round_zip_member	17	sources/ROUND14_HANDOFF.md	1646	12904dff8c8128e0bf97caf677afaea3d1ee088d9121e1a2ebaab24e7fe054f0	objects/sha256/12904dff8c8128e0bf97caf677afaea3d1ee088d9121e1a2ebaab24e7fe054f0
round_zip_member	17	sources/ROUND16_FAILURES.md	1455	b320fcfa8aff812a07d56c54c94c189c811de95f4da19cbbac443e2a51eb6e4f	objects/sha256/b320fcfa8aff812a07d56c54c94c189c811de95f4da19cbbac443e2a51eb6e4f
round_zip_member	17	sources/ROUND16_REPORT.md	3533	958aa64a67fb5f9ee26bb0c0df04081b1a03ea5b4e2cf97d83c3f6d50ac5fd6e	objects/sha256/958aa64a67fb5f9ee26bb0c0df04081b1a03ea5b4e2cf97d83c3f6d50ac5fd6e
round_zip_member	17	sources/ROUND16_PROOFS.md	10158	6092555c5ec30cc25b7c99a902607ecc26824987fef33c1c63a94c38d725cd1e	objects/sha256/6092555c5ec30cc25b7c99a902607ecc26824987fef33c1c63a94c38d725cd1e
round_zip_member	17	sources/OVERVIEW-2026-09-22.md.txt	4397	4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5	objects/sha256/4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5
round_zip_member	17	sources/ROUND16.zip.sha256	122	bad275a4b6ddbe9068c4b407de6ea1db68de913658615c868995a819b755af00	objects/sha256/bad275a4b6ddbe9068c4b407de6ea1db68de913658615c868995a819b755af00
round_zip_member	17	full_replay.sh	272	39c4d85aeb7f10792e30b80ed4210d3144101d590d03f956cff8bc483191e3a4	objects/sha256/39c4d85aeb7f10792e30b80ed4210d3144101d590d03f956cff8bc483191e3a4
round_zip_member	17	README.md	1174	903f75190a3e53dd5819525ce21c1eac0ad24e57594cac4aa3daf6e1a2409db5	objects/sha256/903f75190a3e53dd5819525ce21c1eac0ad24e57594cac4aa3daf6e1a2409db5
round_zip_member	17	FAILURES.md	1865	46a69f8430e408c0b31fd571c03771b0e899584c86d51475ef8fd80edd67fa22	objects/sha256/46a69f8430e408c0b31fd571c03771b0e899584c86d51475ef8fd80edd67fa22
round_zip_member	17	outputs/quick_small.log	121	f52712128952cff7f576290785326b721a06beb77672ec566f6fcfcdc033aab0	objects/sha256/f52712128952cff7f576290785326b721a06beb77672ec566f6fcfcdc033aab0
round_zip_member	17	outputs/quick_receipts.log	203	df374fb446a6d90701bf117ea25b88454be8ea184a3dbffb24c84d71d9c006fa	objects/sha256/df374fb446a6d90701bf117ea25b88454be8ea184a3dbffb24c84d71d9c006fa
round_zip_member	17	outputs/quick_crosscheck.log	41	bbf583084a3f102ab04274612cab9cc50e18fd94b3386a07efb5e09c1bd8a24f	objects/sha256/bbf583084a3f102ab04274612cab9cc50e18fd94b3386a07efb5e09c1bd8a24f
round_zip_member	17	outputs/quick_replay.log	26	a374fdfc1d734b0bdabb54d8bf2b80a6ff823d4bea3147bec99ca5116b8db223	objects/sha256/a374fdfc1d734b0bdabb54d8bf2b80a6ff823d4bea3147bec99ca5116b8db223
round_zip_member	17	receipts/rho30/chunk_001.json	123	f2b65ee4338b3fe62f660943bd6a3acc0281e20a527b699daa38b8a2b369f4b3	objects/sha256/f2b65ee4338b3fe62f660943bd6a3acc0281e20a527b699daa38b8a2b369f4b3
round_zip_member	17	receipts/rho30/chunk_002.json	124	1699fa03f49aa95b5e43945af2929e430c41dd7cc3b77667c8aa19d90fcc18b3	objects/sha256/1699fa03f49aa95b5e43945af2929e430c41dd7cc3b77667c8aa19d90fcc18b3
round_zip_member	17	receipts/rho30/chunk_005.json	125	01d834108e5e830e1dd34430b352d01dcf62f4ff7425bc335db2c23bae755929	objects/sha256/01d834108e5e830e1dd34430b352d01dcf62f4ff7425bc335db2c23bae755929
round_zip_member	17	receipts/rho30/chunk_007.json	125	3927cb03115e00f0a6f7aec38d8cb97bd20922b5bb92bd5dfa563ea3ac17480f	objects/sha256/3927cb03115e00f0a6f7aec38d8cb97bd20922b5bb92bd5dfa563ea3ac17480f
round_zip_member	17	receipts/rho30/chunk_004.json	125	19443c5ec222a1d9225db3c133eba980f629ca6748f0f42f4f560f37553ae5c9	objects/sha256/19443c5ec222a1d9225db3c133eba980f629ca6748f0f42f4f560f37553ae5c9
round_zip_member	17	receipts/rho30/chunk_006.json	125	8b3277692153ce1ec7fdbdec7b279791d60199ee01bf5390968a8701d2117ac1	objects/sha256/8b3277692153ce1ec7fdbdec7b279791d60199ee01bf5390968a8701d2117ac1
round_zip_member	17	receipts/rho30/chunk_003.json	125	c2cc4aff709bde81533129d67e22a93b598ed598da475e83021dd69ace271b85	objects/sha256/c2cc4aff709bde81533129d67e22a93b598ed598da475e83021dd69ace271b85
round_zip_member	17	receipts/rho30/chunk_000.json	118	65a5c7a7f1dd5ddc1f6ef24fdb199b79c6d61c9466460c6a34ea6cc732aa60dd	objects/sha256/65a5c7a7f1dd5ddc1f6ef24fdb199b79c6d61c9466460c6a34ea6cc732aa60dd
round_zip_member	17	receipts/single/rho_48.json	156	aa563ce703e83b8042f8e38fd3c894e84e45e863698102750610f639e0b9b9ff	objects/sha256/aa563ce703e83b8042f8e38fd3c894e84e45e863698102750610f639e0b9b9ff
round_zip_member	17	receipts/single/rho_51.json	155	96da53214f718cc2c3879aa66eb8bf33f2b34ceed9b52d1e19bb1f9ac77dc9fb	objects/sha256/96da53214f718cc2c3879aa66eb8bf33f2b34ceed9b52d1e19bb1f9ac77dc9fb
round_zip_member	17	receipts/single/rho_37.json	104	e79886a2c9a042892e00c2ced44f7f2af5a5e61ce3c9a4d78e61ea75035b0f46	objects/sha256/e79886a2c9a042892e00c2ced44f7f2af5a5e61ce3c9a4d78e61ea75035b0f46
round_zip_member	17	receipts/single/rho_44.json	157	15c81d2a8016aaa9db577fce7f3431f3225b1ba49630802f788678679ecd3792	objects/sha256/15c81d2a8016aaa9db577fce7f3431f3225b1ba49630802f788678679ecd3792
round_zip_member	17	receipts/single/rho_39.json	102	54004f64dc89d663c170328c58d1206481b8e8c9367a618d708dbd5b8ffb3d50	objects/sha256/54004f64dc89d663c170328c58d1206481b8e8c9367a618d708dbd5b8ffb3d50
round_zip_member	17	receipts/single/rho_55.json	154	61f949dca7a6ea711c67eda99450b8734a85035bb646e48b51d7eb21b7b2e9d4	objects/sha256/61f949dca7a6ea711c67eda99450b8734a85035bb646e48b51d7eb21b7b2e9d4
round_zip_member	17	receipts/single/rho_46.json	156	cf460649e90d5854b347d47f1254063715fa5bed06c537a606c7e6bb9d3d82cf	objects/sha256/cf460649e90d5854b347d47f1254063715fa5bed06c537a606c7e6bb9d3d82cf
round_zip_member	17	receipts/single/rho_45.json	156	1d65e6269d421c7ec235edfee9009bbb9ba4490144ecca8a8a74994bb263c399	objects/sha256/1d65e6269d421c7ec235edfee9009bbb9ba4490144ecca8a8a74994bb263c399
round_zip_member	17	receipts/single/rho_47.json	156	dfd2b41750a6057ff4931f631b8f56582ffa81c619323ac629a1d0f2b550e0ac	objects/sha256/dfd2b41750a6057ff4931f631b8f56582ffa81c619323ac629a1d0f2b550e0ac
round_zip_member	17	receipts/single/rho_52.json	154	c6ec5a43a21e8cec8a5e6345ff748cd7a7d3a09012ce72deec858662391c9ba6	objects/sha256/c6ec5a43a21e8cec8a5e6345ff748cd7a7d3a09012ce72deec858662391c9ba6
round_zip_member	17	receipts/single/rho_53.json	153	11498eb76317c65051f20ba83cdf9b3ee328fcbd14f947d7aa4e4b4874759867	objects/sha256/11498eb76317c65051f20ba83cdf9b3ee328fcbd14f947d7aa4e4b4874759867
round_zip_member	17	receipts/single/rho_33.json	133	d7c73625f928fce8de38a433194b65d2c7f3446d6fbc765f2ebc6dd39c58e76e	objects/sha256/d7c73625f928fce8de38a433194b65d2c7f3446d6fbc765f2ebc6dd39c58e76e
round_zip_member	17	receipts/single/rho_49.json	154	25e1a08ffeabc562e3684b302286a33a3997004faed2a1a79248f0101b3f7801	objects/sha256/25e1a08ffeabc562e3684b302286a33a3997004faed2a1a79248f0101b3f7801
round_zip_member	17	receipts/single/rho_36.json	132	b7a122565aaae1c37e9653614e66802ee36eb9aa2a65d20444150c42734482c9	objects/sha256/b7a122565aaae1c37e9653614e66802ee36eb9aa2a65d20444150c42734482c9
round_zip_member	17	receipts/single/rho_34.json	133	85881ef67b0b906c97b7619a8dfafa002d313461e837a8bfb99c7b2925b481bc	objects/sha256/85881ef67b0b906c97b7619a8dfafa002d313461e837a8bfb99c7b2925b481bc
round_zip_member	17	receipts/single/rho_35.json	132	65ca2a6ff8a0de20a8378e8fb94de2fe6f9094d4ceee3612445d1f8679ee17e8	objects/sha256/65ca2a6ff8a0de20a8378e8fb94de2fe6f9094d4ceee3612445d1f8679ee17e8
round_zip_member	17	receipts/single/rho_43.json	157	d879f46aa620ede4c8abf7fd059076fe25952c64dd203226ecd70aee3c6842eb	objects/sha256/d879f46aa620ede4c8abf7fd059076fe25952c64dd203226ecd70aee3c6842eb
round_zip_member	17	receipts/single/rho_32.json	135	14ac92921f5f6263663673ad74b535249d75f32993a680a342127f2aae5994a8	objects/sha256/14ac92921f5f6263663673ad74b535249d75f32993a680a342127f2aae5994a8
round_zip_member	17	receipts/single/rho_41.json	158	39e9cb7fdcec1eeb8b60da88ce036d07232fe99a9e36834aab5fa3b1c0692ca6	objects/sha256/39e9cb7fdcec1eeb8b60da88ce036d07232fe99a9e36834aab5fa3b1c0692ca6
round_zip_member	17	receipts/single/rho_40.json	159	67d997ecc81e8be746a3ed9ed5fbdd944152e590cd995219ddd4f3d54c68b4ce	objects/sha256/67d997ecc81e8be746a3ed9ed5fbdd944152e590cd995219ddd4f3d54c68b4ce
round_zip_member	17	receipts/single/rho_42.json	157	388a0592e55a027295c74af15336fabe132a134fe8e1a49ce668e0ec3b13c349	objects/sha256/388a0592e55a027295c74af15336fabe132a134fe8e1a49ce668e0ec3b13c349
